低楼层(共34层),1994年,3室1厅,84.31平米,西南,荟芳园,465,5.515359981022417,84.31
低楼层(共24层),1994年,3室2厅,87.44平米,西北,钜建大厦,415,4.746111619396157,87.44
中楼层(共27层),2010年,3室1厅,74.66平米,南,阳光花地苑,660,8.840075006697028,74.66
中楼层(共18层),2008年,3室2厅,83.01平米,东北,龙祥苑,610,7.348512227442477,83.01
中楼层(共18层),2008年,3室2厅,86.79平米,南,龙祥苑,610,7.0284594999423895,86.79
高楼层(共54层),2019年,3室1厅,87.36平米,西南,京基御景峯,580,6.63919413919414,87.36
中楼层(共9层),2003年,3室1厅,87.08平米,北,水木华庭,630,7.234726688102894,87.08
低楼层(共17层),2004年,3室2厅,88.45平米,西北,前海花园三期,528,5.969474279253816,88.45
中楼层(共7层),1992年,3室1厅,79平米,南,怡海花园,550,6.962025316455696,79.0
高楼层(共34层),2008年,3室2厅,89.17平米,东南,桃源村三期,665,7.4576651340136815,89.17
中楼层(共28层),1993年,3室2厅,95.87平米,西北,海晖大厦,460,4.798164180661312,95.87
高楼层(共40层),2017年,3室2厅,98.68平米,南,万科云城,550,5.573571139035265,98.68
低楼层(共17层),2003年,3室2厅,100.8平米,东南,旺海怡苑,599,5.942460317460317,100.8
高楼层(共34层),2014年,3室2厅,88.31平米,东南,栖游记,650,7.360434831842373,88.31
低楼层(共34层),2008年,3室2厅,92.11平米,西北,桃源村三期,690,7.491043317772229,92.11
高楼层(共32层),2006年,3室1厅,85.71平米,南,星海名城五期,675,7.875393769688485,85.71
高楼层(共15层),2000年,3室1厅,84.75平米,东,创世纪滨海花园,649,7.657817109144543,84.75
高楼层(共32层),1995年,3室2厅,126平米,南西,京光海景花园,680,5.396825396825397,126.0
中楼层(共18层),2008年,3室2厅,86.88平米,南,龙祥苑,598,6.8830570902394115,86.88
中楼层(共17层),2004年,3室2厅,85.4平米,南,前海花园三期,650,7.611241217798594,85.4
低楼层(共18层),2004年,3室1厅,73.92平米,东南,绿海名都,630,8.522727272727273,73.92
中楼层(共6层),1988年,3室2厅,78平米,南,荔兴苑,499,6.397435897435898,78.0
高楼层(共15层),2000年,3室2厅,78.31平米,西,创世纪滨海花园,578,7.380921976759034,78.31
中楼层(共18层),1999年,3室2厅,105.35平米,南,美加广场,700,6.644518272425249,105.35
高楼层(共31层),2010年,3室1厅,69.16平米,东北,中海阳光玫瑰园,650,9.398496240601505,69.16
高楼层(共32层),2006年,3室1厅,51.03平米,东南,星海名城五期,540,10.582010582010582,51.03
高楼层(共31层),2004年,3室1厅,89.74平米,东南,英达钰龙园,680,7.577445954981057,89.74
中楼层(共25层),2004年,3室1厅,77.88平米,东南,国际市长交流中心,630,8.089368258859785,77.88
中楼层(共15层),1999年,3室2厅,100.43平米,东北,太子山庄,690,6.870457034750572,100.43
高楼层(共28层),1993年,3室1厅,95.87平米,西北,海晖大厦,510,5.319703765515802,95.87
中楼层(共31层),2005年,3室2厅,105.01平米,南,海尚国际,620,5.904199600038091,105.01
高楼层(共31层),2004年,3室1厅,42.28平米,南北,新一代国际公寓,438,10.359508041627247,42.28
高楼层(共15层),2004年,3室2厅,99.14平米,东,中爱花园,668,6.737946338511196,99.14
高楼层(共32层),2004年,3室1厅,67.26平米,东南,英达钰龙园,550,8.177222717811476,67.26
低楼层(共17层),2004年,3室2厅,85.29平米,东,前海花园三期,690,8.090045726345409,85.29
中楼层(共20层),1990年,3室1厅,150平米,南,海滨花园,680,4.533333333333333,150.0
高楼层(共33层),1996年,3室2厅,98平米,东南,海晖大厦,580,5.918367346938775,98.0
低楼层(共34层),2016年,3室2厅,86.5平米,东南,深物业前海港湾花园,698,8.06936416184971,86.5
低楼层(共33层),2020年,3室2厅,73.94平米,东,瑧湾汇,650,8.79091154990533,73.94
中楼层(共31层),2005年,3室1厅,106.76平米,南北,海尚国际,580,5.432746346946422,106.76
低楼层(共9层),2001年,3室2厅,104.81平米,东北,星海名城一期四组团,680,6.4879305409789145,104.81
中楼层(共17层),2003年,3室2厅,90.46平米,北,龙都名园,685,7.572407694008402,90.46
中楼层(共12层),2004年,3室2厅,98.32平米,南,康达苑小区,680,6.91619202603743,98.32
低楼层(共15层),2011年,3室2厅,77.73平米,东,鼎胜山邻居,598,7.693297311205455,77.73
高楼层(共6层),1989年,3室1厅,93.44平米,南,红花园,480,5.136986301369864,93.44
低楼层(共28层),2006年,3室2厅,88.83平米,西南,华府假日大厦,520,5.853878194303726,88.83
低楼层(共9层),2003年,3室2厅,88.32平米,北,水木华庭,610,6.9067028985507255,88.32
高楼层(共33层),2008年,3室1厅,89.29平米,东南南,桃源村三期,700,7.839623698062493,89.29
中楼层(共31层),2004年,3室1厅,42.33平米,南,新一代国际公寓,580,13.70186628868415,42.33
低楼层(共31层),2005年,3室1厅,106.56平米,西南,海尚国际,600,5.63063063063063,106.56
低楼层(共32层),2000年,3室2厅,113.5平米,南北,汇景豪苑,699,6.158590308370044,113.5
高楼层(共54层),2019年,3室2厅,87.36平米,东南,京基御景峯,630,7.211538461538462,87.36
高楼层(共24层),1993年,3室2厅,87.44平米,南,钜建大厦,460,5.260750228728271,87.44
高楼层(共33层),2020年,3室2厅,73.89平米,东北,瑧湾汇,680,9.202869129787523,73.89
中楼层(共24层),1993年,3室1厅,109.26平米,东,花果山大厦,698,6.38843126487278,109.26
中楼层(共56层),2019年,3室2厅,89.16平米,西北,京基御景峯,700,7.8510542844324815,89.16
中楼层(共24层),1994年,3室2厅,87.44平米,东南,钜建大厦,620,7.0905763952424525,87.44
中楼层(共11层),2007年,3室2厅,97.66平米,北,珠光花半里,688,7.044849477780054,97.66
中楼层(共40层),2017年,3室2厅,98.68平米,西南,万科云城,580,5.877584110255371,98.68
中楼层(共26层),2018年,3室1厅,55.22平米,北,前海枫叶大厦,448,8.113002535313292,55.22
中楼层(共28层),1993年,3室1厅,98.44平米,西北,海晖大厦,650,6.603006907761073,98.44
低楼层(共21层),2017年,4室2厅,86.98平米,南,佳兆业前海广场二期,400,4.5987583352494825,86.98
中楼层(共33层),2004年,4室2厅,105.25平米,南,现代城华庭,698,6.631828978622328,105.25
高楼层(共31层),2013年,4室1厅,65.45平米,东,阳光里,600,9.167303284950343,65.45
中楼层(共31层),2011年,4室2厅,95.56平米,西南,向南瑞峰花园,680,7.115948095437421,95.56
低楼层(共31层),2011年,4室2厅,88.05平米,东,向南瑞峰花园,620,7.04145371947757,88.05
高楼层(共11层),2002年,4室2厅,73.8平米,南,荔雅居,610,8.265582655826558,73.8
低楼层(共18层),2008年,4室1厅,71.96平米,东南,南荔苑,650,9.032795997776544,71.96
高楼层(共28层),1996年,4室2厅,99.25平米,西北,康乐大厦,500,5.037783375314861,99.25
中楼层(共32层),2009年,4室1厅,87.88平米,东北,南光城市花园,620,7.055075102412381,87.88
低楼层(共31层),1998年,4室2厅,131.74平米,南,鹏都大厦,700,5.313496280552603,131.74
低楼层(共32层),2000年,4室2厅,116.59平米,东北,怡园大厦,550,4.717385710609829,116.59
中楼层(共32层),1994年,4室2厅,130.32平米,南,海王大厦,430,3.299570288520565,130.32
中楼层(共23层),1995年,4室2厅,97.06平米,南,荔园大厦,550,5.666597980630538,97.06
低楼层(共12层),1999年,4室2厅,106.59平米,南北,学府花园,690,6.47340275823248,106.59
低楼层(共21层),1997年,4室2厅,131.6平米,南,山东大厦,555,4.217325227963526,131.6
高楼层(共33层),1995年,4室1厅,120.38平米,西北,荟芳园,600,4.984216647283602,120.38
低楼层(共32层),2000年,4室2厅,116.59平米,西北,怡园大厦,550,4.717385710609829,116.59
高楼层(共28层),1996年,4室1厅,99.4平米,西北,康乐大厦,500,5.030181086519114,99.4
中楼层(共32层),2003年,4室1厅,88.87平米,南北,金晖大厦,690,7.764149881849892,88.87
高楼层(共9层),1997年,4室2厅,123.23平米,南,南海城中心,680,5.518136817333441,123.23
低楼层(共31层),2011年,4室2厅,94.9平米,东西,向南瑞峰花园,580,6.111696522655427,94.9
中楼层(共31层),1998年,4室2厅,135.84平米,东,鹏都大厦,630,4.637809187279152,135.84
低楼层(共29层),2003年,4室1厅,112.36平米,西南,深航飞行员公寓,620,5.517977928088287,112.36
中楼层(共13层),1999年,4室1厅,102.2平米,南,学府花园,680,6.653620352250489,102.2
高楼层(共28层),1996年,4室2厅,99.41平米,南,康乐大厦,630,6.337390604566945,99.41
高楼层(共32层),2009年,4室2厅,86.18平米,东南,南光城市花园,536,6.2195404966349495,86.18
低楼层(共16层),2002年,4室1厅,95.36平米,南,星海名城二期八组团,660,6.921140939597316,95.36
高楼层(共34层),2004年,4室1厅,98.65平米,南,云海天城,668,6.771414090217942,98.65
高楼层(共21层),2017年,4室2厅,82.42平米,南北,佳兆业前海广场二期,650,7.886435331230284,82.42
中楼层(共38层),2020年,4室2厅,96平米,南,绿景美景广场,680,7.083333333333333,96.0
中楼层(共34层),2016年,4室1厅,83.54平米,东南,深物业前海港湾花园,635,7.601149150107732,83.54
中楼层(共32层),2000年,4室1厅,96.14平米,南,汇景豪苑,650,6.760973580195548,96.14
高楼层(共22层),2016年,4室2厅,88.3平米,东南,前海丹华,690,7.81426953567384,88.3
低楼层(共34层),2004年,4室1厅,98.65平米,东南,云海天城,658,6.670045615813482,98.65
中楼层(共38层),2020年,4室0厅,96.3平米,东南,绿景美景广场,650,6.749740394600208,96.3
高楼层(共34层),1995年,4室2厅,99.5平米,南,深南花园,560,5.628140703517588,99.5
低楼层(共16层),2002年,4室1厅,124.64平米,南,国兴苑,700,5.616174582798459,124.64
中楼层(共18层),2005年,4室2厅,74.58平米,南,晶品居,700,9.385894341646555,74.58
低楼层(共44层),2017年,4室1厅,75.58平米,西北,豪方天际花园,650,8.600158772161947,75.58
低楼层(共16层),2001年,4室1厅,116.14平米,西南西,中山颐景花园一期,690,5.941105562252454,116.14
低楼层(共33层),2009年,4室1厅,61.83平米,东南,四海公寓,530,8.571890667960536,61.83
中楼层(共25层),2002年,4室2厅,125.95平米,东北,后海花园,630,5.00198491464867,125.95
低楼层(共28层),2006年,4室2厅,104.32平米,南,华府假日大厦,700,6.7101226993865035,104.32
低楼层(共9层),2000年,4室2厅,104.4平米,南,星海名城一期六组团,664,6.36015325670498,104.4
中楼层(共17层),2009年,4室1厅,87.42平米,南北,半山翠林花园,650,7.435369480668039,87.42
中楼层(共11层),2000年,4室2厅,113.15平米,南北,宝珠花园,698,6.16880247459125,113.15
低楼层(共11层),1999年,4室2厅,113.15平米,北,宝珠花园,700,6.18647812638091,113.15
中楼层(共19层),2008年,4室2厅,77.23平米,北,云栖西岸,688,8.90845526349864,77.23
高楼层(共30层),1995年,5室2厅,154.77平米,南,华彩花园,700,4.522840343735866,154.77
中楼层(共33层),2004年,3室2厅,105.33平米,南,现代城华庭,600,5.696382796923953,105.33
中楼层(共33层),2004年,3室2厅,105.33平米,东南,现代城华庭,650,6.171081363334283,105.33
中楼层(共32层),2002年,3室2厅,107.55平米,东南,万象新园,700,6.508600650860065,107.55
中楼层(共21层),1999年,3室2厅,104.38平米,东,海典居,580,5.55662004215367,104.38
低楼层(共16层),1997年,3室1厅,84.19平米,东南,世纪广场,460,5.463831809003445,84.19
低楼层(共15层),2002年,3室2厅,96平米,南,福满园,650,6.770833333333333,96.0
高楼层(共31层),2013年,3室1厅,56.05平米,南,阳光里,560,9.991079393398751,56.05
中楼层(共33层),1996年,3室2厅,111.3平米,东南,怡海广场,480,4.3126684636118595,111.3
中楼层(共26层),2002年,3室1厅,91.24平米,东,东方海雅居,660,7.233669443226655,91.24
中楼层(共23层),1995年,3室2厅,84.36平米,南,荔园大厦,510,6.0455192034139404,84.36
高楼层(共26层),2002年,3室2厅,104.95平米,南,东方海雅居,630,6.002858504049548,104.95
低楼层(共28层),1996年,3室1厅,86.26平米,西南,康乐大厦,470,5.4486436355205194,86.26
中楼层(共33层),1995年,3室2厅,120.38平米,南,荟芳园,598,4.967602591792657,120.38
中楼层(共31层),1993年,3室2厅,86.02平米,东南,愉康大厦,490,5.6963496861195075,86.02
中楼层(共13层),1999年,3室2厅,101.82平米,南北,学府花园,660,6.48202710665881,101.82
中楼层(共24层),1997年,3室2厅,115平米,东南,山东大厦,500,4.3478260869565215,115.0
低楼层(共32层),2002年,3室2厅,114.09平米,东南,汇宾广场,660,5.7849066526426505,114.09
中楼层(共33层),1997年,3室2厅,116.19平米,东南,荟芳园,580,4.9918237369825285,116.19
低楼层(共15层),2002年,3室1厅,74.69平米,东,福满园,450,6.024902932119427,74.69
高楼层(共33层),1995年,3室2厅,120.38平米,西北,荟芳园,568,4.718391759428477,120.38
高楼层(共28层),1996年,3室2厅,86.66平米,西北,康乐大厦,445,5.135010385414263,86.66
中楼层(共26层),2002年,3室2厅,95.21平米,南,东方海雅居,670,7.037075937401534,95.21
中楼层(共33层),2003年,3室2厅,99.92平米,南北,中海深圳湾畔花园,695,6.955564451561249,99.92
低楼层(共32层),2003年,3室2厅,103.03平米,西南,中海深圳湾畔花园,700,6.794137629816558,103.03
中楼层(共26层),2002年,3室2厅,89平米,西南,侨城豪苑,600,6.741573033707865,89.0
中楼层(共28层),2004年,3室2厅,98.76平米,东南,星海名城三期,700,7.087889833940866,98.76
低楼层(共20层),2000年,3室1厅,90.86平米,东东北,桃源村二期,498,5.4809597182478536,90.86
低楼层(共11层),2003年,3室2厅,82.62平米,南,汇金家园,690,8.351488743645605,82.62
中楼层(共20层),1999年,3室2厅,93.22平米,北,桃源村二期,528,5.664020596438532,93.22
高楼层(共18层),2001年,3室2厅,115.14平米,东北,仓前锦福苑,600,5.211047420531527,115.14
中楼层(共11层),1999年,3室2厅,92.8平米,南,前海花园,620,6.681034482758621,92.8
低楼层(共17层),2004年,3室2厅,90.04平米,南,前海花园三期,620,6.885828520657485,90.04
高楼层(共17层),2003年,3室1厅,69平米,南西南,龙都名园,490,7.101449275362318,69.0
中楼层(共24层),1993年,3室1厅,110.18平米,西,花果山大厦,698,6.335088037756398,110.18
高楼层(共27层),2010年,3室2厅,74.66平米,南,阳光花地苑,690,9.241896597910529,74.66
低楼层(共30层),2016年,3室1厅,81平米,东南,深物业前海港湾花园,699,8.62962962962963,81.0
低楼层(共15层),2004年,3室2厅,91.63平米,南,南国丽城,580,6.329804649132381,91.63
低楼层(共45层),2019年,3室2厅,97.3平米,西北,恒大天璟大厦,550,5.65262076053443,97.3
中楼层(共11层),2004年,3室2厅,105.98平米,西北,南国丽城,680,6.416304963200604,105.98
中楼层(共8层),1992年,3室2厅,93平米,南,港湾生活小区,530,5.698924731182796,93.0
中楼层(共20层),1999年,3室2厅,93平米,东北,桃源村二期,493,5.301075268817204,93.0
中楼层(共21层),2007年,3室2厅,84.19平米,南,桑泰丹华园二期,660,7.839410856396247,84.19
中楼层(共30层),1995年,3室1厅,94.33平米,东南,华彩花园,500,5.3005406551468255,94.33
中楼层(共33层),2008年,3室1厅,83平米,南,桃源村三期,550,6.626506024096385,83.0
高楼层(共24层),1995年,3室1厅,87.44平米,东南,钜建大厦,430,4.917657822506862,87.44
低楼层(共9层),2000年,3室2厅,105.17平米,北,星海名城一期三组团,686,6.5227726537986115,105.17
低楼层(共19层),2015年,3室1厅,71.41平米,东南西,山海津,480,6.721747654390142,71.41
低楼层(共29层),2004年,3室2厅,103.25平米,南,常兴广场,660,6.39225181598063,103.25
中楼层(共30层),1999年,3室1厅,82.7平米,北,康佳苑,550,6.6505441354292625,82.7
中楼层(共24层),2012年,3室2厅,87.54平米,东南,泰福苑,695,7.9392277815855605,87.54
高楼层(共18层),2004年,3室2厅,93.93平米,东南,俊峰丽舍,660,7.026509102523155,93.93
低楼层(共34层),2016年,3室1厅,76.35平米,南,深物业前海港湾花园,618,8.094302554027506,76.35
低楼层(共29层),2004年,3室1厅,91.97平米,北,常兴广场,550,5.980210938349462,91.97
高楼层(共32层),2000年,3室2厅,113.5平米,南北,汇景豪苑,700,6.167400881057269,113.5
低楼层(共7层),2005年,3室2厅,104平米,南北,龙福苑,660,6.346153846153846,104.0
高楼层(共32层),2004年,3室1厅,65.08平米,东南,英达钰龙园,478,7.34480639213276,65.08
中楼层(共33层),2020年,3室2厅,73.94平米,西南,瑧湾汇,650,8.79091154990533,73.94
高楼层(共30层),1995年,3室2厅,94.33平米,西北,华彩花园,510,5.406551468249762,94.33
低楼层(共20层),1999年,3室2厅,91.58平米,西南,桃源村二期,520,5.6780956540729415,91.58
低楼层(共8层),2003年,3室2厅,90.88平米,东南,后海名苑居南区,630,6.932218309859155,90.88
低楼层(共35层),2008年,3室1厅,92.63平米,南,桃源村三期,650,7.0171650653136135,92.63
高楼层(共29层),2004年,3室2厅,104.95平米,南,常兴广场,568,5.412101000476417,104.95
中楼层(共18层),2005年,3室2厅,87.01平米,东南,天朗风清,660,7.585335018963337,87.01
低楼层(共11层),2007年,3室2厅,97.49平米,南,珠光花半里,650,6.667350497486922,97.49
中楼层(共18层),2002年,3室2厅,101.85平米,北南,宝珠花园,700,6.872852233676976,101.85
低楼层(共32层),1993年,3室1厅,113.19平米,南,海景花园,690,6.0959448714550755,113.19
中楼层(共40层),2017年,3室2厅,98.67平米,东南,万科云城,560,5.675483936353501,98.67
高楼层(共56层),2019年,3室1厅,90.15平米,西北,京基御景峯,630,6.988352745424292,90.15
高楼层(共31层),2005年,3室1厅,95.08平米,西南,海尚国际,650,6.836348338241481,95.08
高楼层(共28层),1993年,3室2厅,98平米,东南,海晖大厦,450,4.591836734693878,98.0
低楼层(共49层),2017年,3室1厅,75平米,西北,豪方天际花园,680,9.066666666666666,75.0
中楼层(共29层),2008年,3室1厅,66平米,东,诺德假日花园,598,9.06060606060606,66.0
高楼层(共56层),2019年,3室2厅,107.42平米,东南,京基御景峯,700,6.516477378514243,107.42
中楼层(共9层),2000年,3室2厅,90.58平米,北,星海名城一期二组团,700,7.727975270479135,90.58
高楼层(共17层),2004年,3室2厅,89.57平米,北,前海花园三期,600,6.698671430166351,89.57
高楼层(共33层),1996年,3室2厅,98.89平米,东南,海晖大厦,450,4.550510668419456,98.89
高楼层(共12层),2004年,3室2厅,100.45平米,南,南山豪庭,610,6.072672971627675,100.45
低楼层(共56层),2019年,3室2厅,107.14平米,东南,京基御景峯,680,6.346835915624417,107.14
低楼层(共27层),2016年,3室1厅,58.6平米,南,前海凯御,430,7.337883959044368,58.6
低楼层(共28层),1993年,3室1厅,95.87平米,西,海晖大厦,470,4.90247209763221,95.87
高楼层(共21层),2004年,3室2厅,95.91平米,东南,福临苑,598,6.235011990407674,95.91
中楼层(共38层),2020年,3室2厅,96.37平米,南,绿景美景广场,700,7.263671266991802,96.37
高楼层(共7层),1989年,3室2厅,90.1平米,南,水产综合楼,450,4.994450610432852,90.1
高楼层(共52层),2023年,3室2厅,78.6平米,东,鸿荣源尚璟公馆,700,8.9058524173028,78.6
中楼层(共34层),1995年,3室2厅,99.5平米,东南,深南花园,618,6.211055276381909,99.5
高楼层(共31层),2004年,3室2厅,87.73平米,东,英达钰龙园,550,6.269235153311295,87.73
中楼层(共49层),2017年,3室2厅,75.59平米,西北,豪方天际花园,650,8.599021034528377,75.59
中楼层(共27层),2015年,3室1厅,72.69平米,西南,山海津,460,6.328243224652635,72.69
高楼层(共39层),2021年,3室2厅,75.91平米,西南,晗山悦海城,699,9.208272954814912,75.91
低楼层(共33层),1998年,3室2厅,117平米,东南,锦绣花园一期,700,5.982905982905983,117.0
中楼层(共56层),2019年,3室2厅,89.99平米,西北,京基御景峯,600,6.66740748972108,89.99
中楼层(共31层),2002年,3室2厅,98.29平米,北,南景苑,599,6.0942110082409195,98.29
低楼层(共20层),1999年,3室2厅,93.22平米,西北,桃源村二期,540,5.792748337266681,93.22
低楼层(共20层),2003年,3室2厅,93.22平米,南,桃源村二期,596,6.393477794464707,93.22
中楼层(共20层),1999年,3室2厅,93平米,南,桃源村二期,545,5.860215053763441,93.0
低楼层(共32层),2016年,3室2厅,92.18平米,北,万科云城,530,5.749620308092862,92.18
低楼层(共14层),2000年,3室1厅,78.04平米,西南,创世纪滨海花园,600,7.688364941055868,78.04
低楼层(共21层),2003年,3室2厅,87.72平米,北,豪方现代豪园,700,7.979936160510716,87.72
低楼层(共30层),2016年,3室2厅,81.74平米,东南,深物业前海港湾花园,700,8.563738683631026,81.74
中楼层(共32层),2002年,4室2厅,107.55平米,西北,万象新园,590,5.485820548582055,107.55
高楼层(共33层),2002年,4室1厅,102.17平米,东南,万象新园,640,6.264069687775276,102.17
高楼层(共32层),2000年,4室1厅,116.59平米,东北,怡园大厦,530,4.545844412042199,116.59
中楼层(共31层),2003年,4室1厅,84.39平米,东南,时代骄子大厦,450,5.332385353714895,84.39
高楼层(共32层),2000年,4室1厅,116.59平米,东南西北西南东北,怡园大厦,700,6.0039454498670555,116.59
高楼层(共18层),1999年,4室2厅,142.27平米,东南,天源大厦,690,4.849933225557039,142.27
中楼层(共26层),2002年,4室1厅,89.27平米,南,侨城豪苑,568,6.36271983869161,89.27
中楼层(共6层),1997年,4室1厅,93.35平米,南,祥祺花园,598,6.405998928762721,93.35
中楼层(共34层),1995年,4室2厅,132平米,南,深南花园,680,5.151515151515151,132.0
低楼层(共11层),2000年,4室1厅,113.15平米,南,宝珠花园,698,6.16880247459125,113.15
低楼层(共15层),2000年,4室1厅,97.07平米,南,汇园雅居,698,7.190687132996807,97.07
低楼层(共22层),2016年,4室2厅,88.34平米,东南西北,前海丹华,580,6.5655422232284355,88.34
中楼层(共34层),1995年,4室1厅,99.5平米,南北,深南花园,620,6.231155778894473,99.5
中楼层(共22层),2017年,4室2厅,87.35平米,南,佳兆业前海广场二期,470,5.3806525472238125,87.35
中楼层(共25层),2002年,4室2厅,143.11平米,东南,后海花园,698,4.877367060303262,143.11
高楼层(共20层),1999年,4室1厅,91.58平米,北东北,桃源村二期,475,5.186721991701245,91.58
低楼层(共9层),1995年,4室2厅,121.76平米,南,后海统建楼,690,5.6668856767411295,121.76
中楼层(共25层),2004年,4室2厅,150.71平米,南,顺天大厦,700,4.644681839294008,150.71
