水果类,人参果,20.00,18.00,19.00,公斤,1000.00,2025-03-24
水果类,柠檬,12.00,10.00,11.00,公斤,500.00,2025-03-24
水果类,榴莲,115.00,110.00,112.00,公斤,1500.00,2025-03-24
水果类,山竹,60.00,50.00,55.00,公斤,1000.00,2025-03-24
水果类,火龙果,15.00,13.00,14.00,公斤,3500.00,2025-03-24
水果类,芒果,28.00,18.00,24.00,公斤,2000.00,2025-03-24
水果类,樱桃,132.00,128.00,130.00,公斤,1500.00,2025-03-24
水果类,菠萝,8.00,7.00,7.60,公斤,1300.00,2025-03-24
水果类,草莓,40.00,34.00,36.00,公斤,800.00,2025-03-24
水果类,进口香蕉,11.00,10.00,10.60,公斤,3500.00,2025-03-24
水果类,国产香蕉,9.00,7.00,8.00,公斤,8000.00,2025-03-24
水果类,红西柚,19.00,18.00,18.60,公斤,1200.00,2025-03-24
水果类,脐橙,16.00,14.00,15.00,公斤,7000.00,2025-03-24
水果类,猕猴桃,14.00,12.00,13.00,公斤,1500.00,2025-03-24
水果类,木瓜,16.00,14.00,15.00,公斤,1500.00,2025-03-24
水果类,伊丽莎白瓜,10.00,7.00,8.00,公斤,1500.00,2025-03-24
水果类,网纹瓜,15.00,14.00,14.60,公斤,2000.00,2025-03-24
水果类,哈蜜瓜,10.00,8.00,9.00,公斤,3000.00,2025-03-24
水果类,小西瓜,15.00,12.00,14.00,公斤,2000.00,2025-03-24
水果类,无籽西瓜,11.00,7.00,10.00,公斤,4000.00,2025-03-24
水果类,西瓜,9.00,6.40,7.00,公斤,30000.00,2025-03-24
水果类,黑提子,52.00,50.00,51.00,公斤,2000.00,2025-03-24
水果类,红提子,30.00,28.00,29.00,公斤,2000.00,2025-03-24
水果类,青提子,26.00,24.00,25.00,公斤,2000.00,2025-03-24
水果类,巨峰葡萄,13.00,11.00,12.00,公斤,3000.00,2025-03-24
水果类,库尔勒香梨,11.00,9.00,10.00,公斤,3000.00,2025-03-24
水果类,雪梨,7.00,5.00,6.00,公斤,6000.00,2025-03-24
水果类,鸭梨,8.00,6.00,7.00,公斤,6000.00,2025-03-24
水果类,雪花梨,7.00,5.00,6.00,公斤,2000.00,2025-03-24
水果类,姬娜苹果,36.00,34.00,35.00,公斤,1000.00,2025-03-24
水果类,红富士苹果,10.00,8.00,9.00,公斤,8000.00,2025-03-24
水产类,小龙虾,130.00,80.00,100.00,公斤,5000.00,2025-03-24
水产类,面包蟹,240.00,200.00,220.00,公斤,1000.00,2025-03-24
水产类,石斑,90.00,76.00,80.00,公斤,1500.00,2025-03-24
水产类,多宝鱼,66.00,62.00,64.00,公斤,2500.00,2025-03-24
水产类,白虾,80.00,66.00,76.00,公斤,7000.00,2025-03-24
水产类,蚕蛹,120.00,104.00,110.00,公斤,800.00,2025-03-24
水产类,牛蛙,22.00,20.00,21.00,公斤,1500.00,2025-03-24
水产类,养殖甲鱼,90.00,56.00,60.00,公斤,1500.00,2025-03-24
水产类,海肠子,46.00,42.00,44.00,公斤,800.00,2025-03-24
水产类,海蛎子,46.00,42.00,44.00,公斤,800.00,2025-03-24
水产类,毛蚶,20.00,16.00,18.00,公斤,1000.00,2025-03-24
水产类,青蛤,34.00,30.00,32.00,公斤,800.00,2025-03-24
水产类,文蛤,28.00,24.00,26.00,公斤,1600.00,2025-03-24
水产类,大蛏子,46.00,36.00,40.00,公斤,1500.00,2025-03-24
水产类,大海螺,70.00,50.00,60.00,公斤,600.00,2025-03-24
水产类,钉螺,22.00,18.00,20.00,公斤,500.00,2025-03-24
水产类,角螺,86.00,76.00,80.00,公斤,700.00,2025-03-24
水产类,大香螺,70.00,50.00,60.00,公斤,1100.00,2025-03-24
水产类,红扇贝,22.00,14.00,16.00,公斤,1000.00,2025-03-24
水产类,小扇贝,90.00,80.00,85.00,公斤,2000.00,2025-03-24
水产类,大扇贝,120.00,90.00,110.00,公斤,2000.00,2025-03-24
水产类,象拔蚌,460.00,200.00,400.00,公斤,500.00,2025-03-24
水产类,鲍鱼10-18头,170.00,120.00,130.00,公斤,500.00,2025-03-24
水产类,基围虾45-60头,360.00,300.00,330.00,公斤,2000.00,2025-03-24
水产类,澳洲龙虾>750g,700.00,640.00,650.00,公斤,1000.00,2025-03-24
水产类,琵琶虾,210.00,170.00,180.00,公斤,6000.00,2025-03-24
水产类,梭子蟹,360.00,240.00,280.00,公斤,2000.00,2025-03-24
水产类,珍宝蟹,300.00,260.00,280.00,公斤,500.00,2025-03-24
水产类,国产平鱼>200g,110.00,50.00,76.00,公斤,1800.00,2025-03-24
水产类,国产黄鱼>150g,56.00,46.00,50.00,公斤,1800.00,2025-03-24
水产类,国产带鱼>300g,80.00,50.00,60.00,公斤,3000.00,2025-03-24
水产类,八爪鱼,130.00,110.00,120.00,公斤,1500.00,2025-03-24
水产类,淡水鲈鱼,42.00,40.00,41.00,公斤,5000.00,2025-03-24
水产类,桂鱼,58.00,52.00,56.00,公斤,600.00,2025-03-24
水产类,黄鳝<300g,100.00,50.00,60.00,公斤,500.00,2025-03-24
水产类,鲶鱼,24.00,10.00,11.00,公斤,500.00,2025-03-24
水产类,白鲢,10.00,8.00,9.00,公斤,5000.00,2025-03-24
水产类,黑鱼,26.00,24.00,25.00,公斤,5000.00,2025-03-24
水产类,武昌鱼>700g,22.00,20.00,21.00,公斤,6000.00,2025-03-24
水产类,胖头鱼>900g,20.00,18.00,19.00,公斤,13000.00,2025-03-24
水产类,鲫鱼>200g,21.00,20.00,20.40,公斤,5000.00,2025-03-24
水产类,草鱼>1000g,19.00,17.00,18.00,公斤,8500.00,2025-03-24
水产类,鲤鱼>750g,16.00,14.00,15.00,公斤,8000.00,2025-03-24
蔬菜类,红薯,8.00,4.00,6.00,公斤,7000.00,2025-03-24
蔬菜类,散菜花,5.00,3.00,4.00,公斤,24000.00,2025-03-24
蔬菜类,娃娃菜,7.00,3.60,5.00,公斤,3500.00,2025-03-24
蔬菜类,蒿子杆,8.00,6.00,7.00,公斤,15000.00,2025-03-24
蔬菜类,豆王,12.00,10.00,11.00,公斤,8000.00,2025-03-24
蔬菜类,鲜食玉米,6.00,5.00,5.60,公斤,4000.00,2025-03-24
蔬菜类,秀珍菇,10.00,8.00,9.00,公斤,4000.00,2025-03-24
蔬菜类,滑子菇,14.00,12.00,13.00,公斤,2000.00,2025-03-24
蔬菜类,海鲜菇,9.00,7.00,8.00,公斤,5000.00,2025-03-24
蔬菜类,白玉菇,9.00,7.00,8.00,公斤,4500.00,2025-03-24
蔬菜类,杏鲍菇,8.00,6.00,7.00,公斤,4000.00,2025-03-24
蔬菜类,蟹味菇,13.00,10.00,11.00,公斤,4000.00,2025-03-24
蔬菜类,茶树菇,15.00,12.00,14.00,公斤,5000.00,2025-03-24
蔬菜类,香芹,6.00,4.00,5.00,公斤,15000.00,2025-03-24
蔬菜类,菜心,8.00,6.00,7.00,公斤,15000.00,2025-03-24
蔬菜类,油麦菜,6.00,4.00,6.00,公斤,16000.00,2025-03-24
蔬菜类,芥蓝,8.00,6.00,7.00,公斤,9000.00,2025-03-24
蔬菜类,盖菜,6.00,3.00,4.00,公斤,15000.00,2025-03-24
蔬菜类,奶白菜,8.00,7.00,7.20,公斤,9500.00,2025-03-24
蔬菜类,黄豆芽,3.00,2.00,2.40,公斤,4000.00,2025-03-24
蔬菜类,绿豆芽,3.00,2.00,2.40,公斤,7000.00,2025-03-24
蔬菜类,黄色大椒,14.00,11.00,12.00,公斤,4000.00,2025-03-24
蔬菜类,樱桃番茄,10.00,8.00,9.00,公斤,4000.00,2025-03-24
蔬菜类,散叶生菜,8.00,6.00,7.00,公斤,15000.00,2025-03-24
蔬菜类,西芹,6.00,4.00,5.00,公斤,15000.00,2025-03-24
蔬菜类,樱桃萝卜,8.00,6.00,7.00,公斤,6000.00,2025-03-24
蔬菜类,金针菇,7.00,4.80,6.00,公斤,4000.00,2025-03-24
蔬菜类,鲜香菇,12.00,8.00,10.00,公斤,10000.00,2025-03-24
蔬菜类,小黄瓜,10.00,7.00,9.00,公斤,4000.00,2025-03-24
蔬菜类,荷兰豆,13.00,12.00,12.60,公斤,1000.00,2025-03-24
蔬菜类,香葱,9.00,7.00,8.00,公斤,8000.00,2025-03-24
蔬菜类,山药,16.00,5.00,8.00,公斤,5000.00,2025-03-24
蔬菜类,姜,16.00,12.00,14.00,公斤,10000.00,2025-03-24
蔬菜类,土豆,5.00,2.00,3.00,公斤,22000.00,2025-03-24
蔬菜类,藕,10.00,8.00,9.00,公斤,8000.00,2025-03-24
蔬菜类,小辣椒,7.00,4.00,5.00,公斤,18000.00,2025-03-24
蔬菜类,柿子椒,6.00,4.00,5.00,公斤,22000.00,2025-03-24
蔬菜类,番茄,6.00,4.80,5.00,公斤,23000.00,2025-03-24
蔬菜类,茄子,5.00,4.00,4.60,公斤,22000.00,2025-03-24
蔬菜类,空心菜,16.00,14.00,15.00,公斤,10000.00,2025-03-24
蔬菜类,茼蒿,8.00,6.00,7.00,公斤,10000.00,2025-03-24
蔬菜类,结球生菜,8.00,6.00,7.00,公斤,17000.00,2025-03-24
蔬菜类,苋菜,16.00,14.00,15.00,公斤,5000.00,2025-03-24
蔬菜类,香菜,9.00,6.00,8.00,公斤,15000.00,2025-03-24
蔬菜类,茴香,9.00,6.00,8.00,公斤,22000.00,2025-03-24
蔬菜类,莴笋,4.00,2.60,3.00,公斤,23000.00,2025-03-24
蔬菜类,菠菜,5.00,3.00,4.00,公斤,20000.00,2025-03-24
蔬菜类,芹菜,4.00,2.00,3.00,公斤,24000.00,2025-03-24
蔬菜类,白萝卜,3.00,1.60,2.00,公斤,15000.00,2025-03-24
蔬菜类,卞萝卜,4.00,3.00,3.40,公斤,5000.00,2025-03-24
蔬菜类,心里美,5.00,3.00,4.00,公斤,5000.00,2025-03-24
蔬菜类,胡萝卜,5.00,3.00,4.00,公斤,15000.00,2025-03-24
蔬菜类,平菇,7.00,5.00,6.00,公斤,10000.00,2025-03-24
蔬菜类,绿菜花,7.00,5.00,6.00,公斤,20000.00,2025-03-24
蔬菜类,西葫芦,5.00,3.00,4.00,公斤,22000.00,2025-03-24
蔬菜类,丝瓜,10.00,7.00,7.60,公斤,9000.00,2025-03-24
蔬菜类,苦瓜,9.00,8.00,8.20,公斤,7000.00,2025-03-24
蔬菜类,冬瓜,4.00,2.00,2.40,公斤,18000.00,2025-03-24
蔬菜类,刺黄瓜,7.00,4.40,5.00,公斤,23000.00,2025-03-24
蔬菜类,云架豆,14.00,8.00,9.00,公斤,18000.00,2025-03-24
蔬菜类,蒜,16.00,14.00,15.00,公斤,14000.00,2025-03-24
蔬菜类,青蒜,7.00,6.00,6.20,公斤,18000.00,2025-03-24
蔬菜类,蒜黄,13.00,11.00,12.00,公斤,8000.00,2025-03-24
蔬菜类,蒜苗,12.00,8.00,9.00,公斤,16000.00,2025-03-24
蔬菜类,韭菜,7.00,5.00,6.00,公斤,22000.00,2025-03-24
蔬菜类,葱头,4.00,2.40,2.80,公斤,20000.00,2025-03-24
蔬菜类,葱,5.00,3.20,4.00,公斤,18000.00,2025-03-24
蔬菜类,油菜,4.00,3.00,3.20,公斤,20000.00,2025-03-24
蔬菜类,小白菜,4.00,3.00,3.60,公斤,23000.00,2025-03-24
蔬菜类,洋白菜,4.00,2.00,3.20,公斤,33000.00,2025-03-24
蔬菜类,大白菜,2.00,1.20,1.40,公斤,42000.00,2025-03-24
肉蛋禽类,柴鸡蛋,18.00,12.00,16.00,公斤,0.00,2025-03-24
肉蛋禽类,鹌鹑蛋,17.00,15.00,16.00,公斤,0.00,2025-03-24
肉蛋禽类,松花蛋,25.00,16.00,17.00,公斤,0.00,2025-03-24
肉蛋禽类,熟鸭蛋,18.00,16.00,17.00,公斤,0.00,2025-03-24
肉蛋禽类,箱鸡蛋,8.00,6.80,7.00,公斤,48000.00,2025-03-24
肉蛋禽类,白条鸡,17.40,12.00,14.30,公斤,5450.00,2025-03-24
肉蛋禽类,羊上脑,66.00,64.00,65.00,公斤,0.00,2025-03-24
肉蛋禽类,羊肚,30.00,26.00,28.00,公斤,0.00,2025-03-24
肉蛋禽类,羊肝,12.00,10.00,11.00,公斤,0.00,2025-03-24
肉蛋禽类,羊心,30.00,26.00,28.00,公斤,0.00,2025-03-24
肉蛋禽类,羊头,23.00,20.00,22.00,公斤,0.00,2025-03-24
肉蛋禽类,羊蹄,31.00,28.00,30.00,公斤,0.00,2025-03-24
肉蛋禽类,羊排骨(挂肉),53.00,51.00,52.00,公斤,0.00,2025-03-24
肉蛋禽类,羊蝎子,49.00,29.00,30.00,公斤,0.00,2025-03-24
肉蛋禽类,羊腰窝,64.00,62.00,63.00,公斤,0.00,2025-03-24
肉蛋禽类,去骨羊后腿,64.00,62.00,63.00,公斤,0.00,2025-03-24
肉蛋禽类,去骨羊前腿,60.00,58.00,59.00,公斤,0.00,2025-03-24
肉蛋禽类,整羊,47.00,46.00,46.60,公斤,7450.00,2025-03-24
肉蛋禽类,牛上脑,60.00,54.00,56.00,公斤,0.00,2025-03-24
肉蛋禽类,牛鞭,120.00,110.00,115.00,公斤,0.00,2025-03-24
肉蛋禽类,牛板筋,52.00,50.00,51.00,公斤,0.00,2025-03-24
肉蛋禽类,牛排,56.00,54.00,55.00,公斤,0.00,2025-03-24
肉蛋禽类,牛舌,48.00,42.00,46.00,公斤,0.00,2025-03-24
肉蛋禽类,牛心,14.00,12.00,13.00,公斤,0.00,2025-03-24
肉蛋禽类,牛百叶,62.00,60.00,61.00,公斤,0.00,2025-03-24
肉蛋禽类,牛肚,30.00,26.00,27.00,公斤,0.00,2025-03-24
肉蛋禽类,牛林,66.00,58.00,60.00,公斤,0.00,2025-03-24
肉蛋禽类,牛楠,66.00,58.00,60.00,公斤,0.00,2025-03-24
肉蛋禽类,精牛柳,76.00,70.00,72.00,公斤,0.00,2025-03-24
肉蛋禽类,牛柳(里脊),66.00,60.00,64.00,公斤,0.00,2025-03-24
肉蛋禽类,牛后腿,66.00,60.00,62.00,公斤,0.00,2025-03-24
肉蛋禽类,牛前腿,70.00,62.00,66.00,公斤,0.00,2025-03-24
肉蛋禽类,牛后腱,100.00,60.00,66.00,公斤,0.00,2025-03-24
肉蛋禽类,牛前腱,100.00,60.00,66.00,公斤,13200.00,2025-03-24
肉蛋禽类,猪肠头,40.00,36.00,38.00,公斤,0.00,2025-03-24
肉蛋禽类,猪肝,12.00,10.00,11.00,公斤,0.00,2025-03-24
肉蛋禽类,猪心,20.00,18.00,19.00,公斤,0.00,2025-03-24
肉蛋禽类,猪肚,46.00,44.00,45.00,公斤,0.00,2025-03-24
肉蛋禽类,猪脑,30.00,28.00,29.00,公斤,0.00,2025-03-24
肉蛋禽类,猪耳,48.00,46.00,47.00,公斤,0.00,2025-03-24
肉蛋禽类,猪口条,30.00,28.00,29.00,公斤,0.00,2025-03-24
肉蛋禽类,猪头,20.00,18.00,19.00,公斤,0.00,2025-03-24
肉蛋禽类,捧骨,18.00,16.00,17.00,公斤,0.00,2025-03-24
肉蛋禽类,腔排骨,28.00,26.00,27.00,公斤,0.00,2025-03-24
肉蛋禽类,纯腔骨,16.00,13.00,14.00,公斤,0.00,2025-03-24
肉蛋禽类,纯排骨,39.00,36.00,37.00,公斤,0.00,2025-03-24
肉蛋禽类,猪蹄,38.00,36.00,37.00,公斤,0.00,2025-03-24
肉蛋禽类,猪尾巴,100.00,60.00,70.00,公斤,0.00,2025-03-24
肉蛋禽类,后肘,18.00,16.00,17.00,公斤,0.00,2025-03-24
肉蛋禽类,前肘,19.00,16.00,17.00,公斤,0.00,2025-03-24
肉蛋禽类,通脊,25.00,23.00,24.00,公斤,0.00,2025-03-24
肉蛋禽类,纯通脊,31.00,29.00,30.00,公斤,0.00,2025-03-24
肉蛋禽类,五花肉（肥）,26.00,22.00,24.00,公斤,0.00,2025-03-24
肉蛋禽类,五花肉(瘦),32.00,26.00,30.00,公斤,0.00,2025-03-24
肉蛋禽类,后臀尖（肥）,20.00,18.00,19.00,公斤,0.00,2025-03-24
肉蛋禽类,后臀尖(瘦),21.00,19.00,20.00,公斤,0.00,2025-03-24
肉蛋禽类,前臀尖(肥),19.00,17.00,18.00,公斤,0.00,2025-03-24
肉蛋禽类,前臀尖(瘦),20.00,18.00,19.00,公斤,0.00,2025-03-24
肉蛋禽类,白条猪(瘦),19.00,18.30,17.50,公斤,71400.00,2025-03-24
粮油类,薏米,16.00,14.00,15.00,公斤,1000.00,2025-03-24
粮油类,荞麦面,8.00,6.00,7.00,公斤,500.00,2025-03-24
粮油类,荞麦,8.00,6.00,7.00,公斤,600.00,2025-03-24
粮油类,紫香米,10.00,8.00,9.00,公斤,800.00,2025-03-24
粮油类,玉米渣,5.00,4.00,4.60,公斤,2000.00,2025-03-24
粮油类,玉米面,6.00,4.00,5.00,公斤,2300.00,2025-03-24
粮油类,小米面,10.00,8.00,9.00,公斤,1700.00,2025-03-24
粮油类,香油,40.00,30.00,38.00,公斤,2500.00,2025-03-24
粮油类,五得利富强粉,4.00,3.00,3.60,公斤,10000.00,2025-03-24
粮油类,秋然方正富硒大米,8.00,6.00,7.00,公斤,5200.00,2025-03-24
粮油类,青豆,12.00,10.00,11.00,公斤,300.00,2025-03-24
粮油类,绿豆,10.00,8.00,9.00,公斤,4500.00,2025-03-24
粮油类,鲁花桶装花生油,32.00,30.00,31.00,公斤,5000.00,2025-03-24
粮油类,金龙鱼调和油,14.00,13.00,13.60,公斤,3800.00,2025-03-24
粮油类,江米面,9.00,7.00,8.00,公斤,1000.00,2025-03-24
粮油类,汇福大豆油,10.00,8.80,9.00,公斤,3700.00,2025-03-24
粮油类,黄豆,8.00,6.00,7.00,公斤,3600.00,2025-03-24
粮油类,花生米,13.00,11.00,12.00,公斤,10000.00,2025-03-24
粮油类,红芸豆,20.00,18.00,19.00,公斤,700.00,2025-03-24
粮油类,红小豆,15.00,14.00,14.60,公斤,500.00,2025-03-24
粮油类,红香米,12.00,10.00,11.00,公斤,300.00,2025-03-24
粮油类,黑芝麻,25.00,24.00,24.60,公斤,350.00,2025-03-24
粮油类,黑香米,11.00,9.00,10.00,公斤,320.00,2025-03-24
粮油类,黑豆,12.00,10.00,11.00,公斤,1000.00,2025-03-24
粮油类,河套雪花粉,19.00,17.00,18.00,公斤,2000.00,2025-03-24
粮油类,古船富强粉,5.00,3.40,4.00,公斤,5000.00,2025-03-24
粮油类,古船标准粉,5.00,3.20,4.00,公斤,5000.00,2025-03-24
粮油类,高粱米,8.00,6.00,7.00,公斤,300.00,2025-03-24
粮油类,富强粉,4.60,3.20,4.00,公斤,9000.00,2025-03-24
粮油类,福临门花生油,18.00,16.00,17.00,公斤,3500.00,2025-03-24
粮油类,福临门调和油,15.00,14.00,14.60,公斤,3500.00,2025-03-24
粮油类,东北小米,12.00,10.00,11.00,公斤,1300.00,2025-03-24
粮油类,东北大米,6.00,4.40,5.00,公斤,11000.00,2025-03-24
粮油类,大麦,7.00,5.00,6.00,公斤,600.00,2025-03-24
粮油类,标准粉,4.20,3.60,4.00,公斤,7000.00,2025-03-24
粮油类,北方圆江米,8.00,6.00,7.00,公斤,200.00,2025-03-24
粮油类,北方江米,8.00,6.00,7.00,公斤,300.00,2025-03-24
粮油类,白豇豆,17.00,16.00,16.60,公斤,500.00,2025-03-24
粮油类,白芸豆,30.00,28.00,29.00,公斤,800.00,2025-03-24
粮油类,白芝麻,20.00,18.00,19.00,公斤,550.00,2025-03-24
粮油类,白碗豆,9.00,8.00,8.60,公斤,800.00,2025-03-24
水果类,人参果,20.00,18.00,19.00,公斤,1000.00,2025-03-23
水果类,柠檬,12.00,10.00,11.00,公斤,500.00,2025-03-23
水果类,榴莲,115.00,110.00,112.00,公斤,1500.00,2025-03-23
水果类,山竹,60.00,50.00,55.00,公斤,1000.00,2025-03-23
水果类,火龙果,15.00,13.00,14.00,公斤,3500.00,2025-03-23
水果类,芒果,28.00,18.00,24.00,公斤,2000.00,2025-03-23
水果类,樱桃,132.00,128.00,130.00,公斤,1500.00,2025-03-23
水果类,菠萝,8.00,7.00,7.60,公斤,1300.00,2025-03-23
水果类,草莓,40.00,34.00,36.00,公斤,800.00,2025-03-23
水果类,进口香蕉,11.00,10.00,10.60,公斤,3500.00,2025-03-23
水果类,国产香蕉,9.00,7.00,8.00,公斤,8000.00,2025-03-23
水果类,红西柚,19.00,18.00,18.60,公斤,1200.00,2025-03-23
水果类,脐橙,16.00,14.00,15.00,公斤,7000.00,2025-03-23
水果类,猕猴桃,14.00,12.00,13.00,公斤,1500.00,2025-03-23
水果类,木瓜,16.00,14.00,15.00,公斤,1500.00,2025-03-23
水果类,伊丽莎白瓜,10.00,7.00,8.00,公斤,1500.00,2025-03-23
水果类,网纹瓜,15.00,14.00,14.60,公斤,2000.00,2025-03-23
水果类,哈蜜瓜,10.00,8.00,9.00,公斤,3000.00,2025-03-23
水果类,小西瓜,15.00,12.00,14.00,公斤,2000.00,2025-03-23
水果类,无籽西瓜,11.00,7.00,10.00,公斤,4000.00,2025-03-23
水果类,西瓜,9.00,6.40,7.00,公斤,30000.00,2025-03-23
水果类,黑提子,52.00,50.00,51.00,公斤,2000.00,2025-03-23
水果类,红提子,30.00,28.00,29.00,公斤,2000.00,2025-03-23
水果类,青提子,26.00,24.00,25.00,公斤,2000.00,2025-03-23
水果类,巨峰葡萄,13.00,11.00,12.00,公斤,3000.00,2025-03-23
水果类,库尔勒香梨,11.00,9.00,10.00,公斤,3000.00,2025-03-23
水果类,雪梨,7.00,5.00,6.00,公斤,6000.00,2025-03-23
水果类,鸭梨,8.00,6.00,7.00,公斤,6000.00,2025-03-23
水果类,雪花梨,7.00,5.00,6.00,公斤,2000.00,2025-03-23
水果类,姬娜苹果,36.00,34.00,35.00,公斤,1000.00,2025-03-23
水果类,红富士苹果,10.00,8.00,9.00,公斤,8000.00,2025-03-23
水产类,小龙虾,130.00,80.00,100.00,公斤,5000.00,2025-03-23
水产类,面包蟹,240.00,220.00,230.00,公斤,1000.00,2025-03-23
水产类,石斑,120.00,100.00,110.00,公斤,1500.00,2025-03-23
水产类,多宝鱼,66.00,60.00,62.00,公斤,2500.00,2025-03-23
水产类,白虾,80.00,66.00,76.00,公斤,7000.00,2025-03-23
水产类,蚕蛹,120.00,100.00,110.00,公斤,800.00,2025-03-23
水产类,牛蛙,22.00,20.00,21.00,公斤,1500.00,2025-03-23
水产类,养殖甲鱼,96.00,70.00,80.00,公斤,1500.00,2025-03-23
水产类,海肠子,46.00,42.00,44.00,公斤,800.00,2025-03-23
